SERIAL,DEPARTMENTID,HALLSTATUS,ADMISSIONDATE,CLASSATTENDENCEMARKS,CLASSTESTMARKS,PARTAMARKS,LEVELNAME,TERMNAME,GPA,CGPA,TERMCOUNT,CRHREARNED,TOTCRHRCOMPLETED,COURSECREDIT,,,
10331,IPE,Resident,,12/1/2008,ME 160,C+,NA,NA,78,1,1,4,4,1,20,20,1.5
10331,IPE,Resident,,12/1/2008,ME 223,A-,75,60,212,3,1,3,3,5,21,101,3
10331,IPE,Resident,,12/1/2008,ME 224,A-,NA,NA,110,3,1,3,3,5,21,101,1.5
10331,IPE,Resident,,12/1/2008,ME 243,B,85,32,182,2,2,3,3,4,19,81,3
10331,IPE,Resident,,12/1/2008,ME 244,B+,NA,NA,49,2,2,3,3,4,19,81,0.75
10331,IPE,Resident,,12/1/2008,ME 245,B-,71,56,225,2,1,3,3,3,20,62,4
10331,IPE,Resident,,12/1/2008,ME 265,A,106,77,299,2,2,3,3,4,19,81,4
10331,IPE,Resident,,12/1/2008,ME 266,A-,NA,NA,108,2,2,3,3,4,19,81,1.5
10331,IPE,Resident,,12/1/2008,MME 195,A-,78,53,209,1,2,4,4,2,22,42,3
10331,IPE,Resident,,12/1/2008,MME 295,A-,47,41,139,2,1,3,3,3,20,62,2
10331,IPE,Resident,,12/1/2008,MME 296,A-,NA,NA,105,2,1,3,3,3,20,62,1.5
10331,IPE,Resident,,12/1/2008,PHY 102,A,NA,NA,113,1,2,4,4,2,22,42,1.5
10331,IPE,Resident,,12/1/2008,PHY 105,A,76,77,224,1,1,4,4,1,20,20,3
10331,IPE,Resident,,12/1/2008,PHY 117,A,64,89,224,1,2,4,4,2,22,42,3
10331,IPE,Resident,,12/1/2008,SHOP 160,A+,NA,NA,61,1,1,4,4,1,20,20,0.75
10331,IPE,Resident,,12/1/2008,SHOP 170,A+,NA,NA,61,1,1,4,4,1,20,20,0.75
10332,ME,Attached,,12/1/2008,CHEM 109,A,77,68,227,1,1,4,4,1,21,21,3
10332,ME,Attached,,12/1/2008,CHEM 114,A+,NA,NA,123,1,1,4,4,1,21,21,1.5
10332,ME,Attached,,12/1/2008,CHEM 141,A-,65,64,209,1,2,4,4,2,19,40,3
10332,ME,Attached,,12/1/2008,EEE 159,A+,93,88,257,1,1,4,4,1,21,21,3
10332,ME,Attached,,12/1/2008,EEE 160,A+,NA,NA,66,1,1,4,4,1,21,21,0.75
10332,ME,Attached,,12/1/2008,EEE 259,A+,135,108,357,2,1,4,4,3,21,61,4
10332,ME,Attached,,12/1/2008,EEE 260,A+,NA,NA,126,2,1,4,4,3,21,61,1.5
10332,ME,Attached,,12/1/2008,HUM 101,A-,66,80,221,1,2,4,4,2,19,40,3
10332,ME,Attached,,12/1/2008,HUM 203,A+,80,88,246,2,2,4,4,4,21,81,3
10332,ME,Attached,,12/1/2008,HUM 303,A+,86,84,253,2,1,4,4,3,21,61,3
10332,ME,Attached,,12/1/2008,IPE 331,A,98,106,312,3,2,4,4,6,20,122,4
10332,ME,Attached,,12/1/2008,IPE 332,A-,NA,NA,53,3,2,4,4,6,20,122,0.75
10332,ME,Attached,,12/1/2008,IPE 381,A-,80,65,216,3,2,4,4,6,20,122,3
10332,ME,Attached,,12/1/2008,IPE 382,A,NA,NA,57,3,2,4,4,6,20,122,0.75
10332,ME,Attached,,12/1/2008,IPE 431,B+,78,62,198,4,1,4,4,7,17,139,3
10332,ME,Attached,,12/1/2008,IPE 432,A,NA,NA,57,4,1,4,4,7,17,139,0.75
10332,ME,Attached,,12/1/2008,IPE 481,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,MATH 161,A+,133,114,345,1,1,4,4,1,21,21,4
10332,ME,Attached,,12/1/2008,MATH 163,A+,93,131,342,1,2,4,4,2,19,40,4
10332,ME,Attached,,12/1/2008,MATH 261,A-,87,103,297,2,1,4,4,3,21,61,4
10332,ME,Attached,,12/1/2008,MATH 263,A+,120,121,352,2,2,4,4,4,21,81,4
10332,ME,Attached,,12/1/2008,ME 160,A-,NA,NA,108,1,1,4,4,1,21,21,1.5
10332,ME,Attached,,12/1/2008,ME 161,B+,51,69,203,1,1,4,4,1,21,21,3
10332,ME,Attached,,12/1/2008,ME 171,A+,90,69,244,1,2,4,4,2,19,40,3
10332,ME,Attached,,12/1/2008,ME 172,A+,NA,NA,67,1,2,4,4,2,19,40,0.75
10332,ME,Attached,,12/1/2008,ME 201,A+,114,117,343,2,1,4,4,3,21,61,4
10332,ME,Attached,,12/1/2008,ME 202,A,NA,NA,57,2,1,4,4,3,21,61,0.75
10332,ME,Attached,,12/1/2008,ME 241,A-,90,83,287,2,1,4,4,3,21,61,4
10332,ME,Attached,,12/1/2008,ME 243,A,65,73,224,2,2,4,4,4,21,81,3
10332,ME,Attached,,12/1/2008,ME 244,A+,NA,NA,65,2,2,4,4,4,21,81,0.75
10332,ME,Attached,,12/1/2008,ME 260,A+,NA,NA,122,2,2,4,4,4,21,81,1.5
10332,ME,Attached,,12/1/2008,ME 261,A+,88,87,244,2,2,4,4,4,21,81,3
10332,ME,Attached,,12/1/2008,ME 262,B,NA,NA,45,2,2,4,4,4,21,81,0.75
10332,ME,Attached,,12/1/2008,ME 301,A+,100,80,268,3,1,4,4,5,21,102,3
10332,ME,Attached,,12/1/2008,ME 302,A-,NA,NA,53,3,1,4,4,5,21,102,0.75
10332,ME,Attached,,12/1/2008,ME 303,A+,77,88,253,3,2,4,4,6,20,122,3
10332,ME,Attached,,12/1/2008,ME 304,A+,NA,NA,60,3,2,4,4,6,20,122,0.75
10332,ME,Attached,,12/1/2008,ME 321,A+,93,80,258,3,1,4,4,5,21,102,3
10332,ME,Attached,,12/1/2008,ME 322,A+,NA,NA,63,3,1,4,4,5,21,102,0.75
10332,ME,Attached,,12/1/2008,ME 323,A+,85,84,257,3,2,4,4,6,20,122,3
10332,ME,Attached,,12/1/2008,ME 324,A+,NA,NA,62,3,2,4,4,6,20,122,0.75
10332,ME,Attached,,12/1/2008,ME 341,B,40,82,192,3,1,4,4,5,21,102,3
10332,ME,Attached,,12/1/2008,ME 342,A+,NA,NA,66,3,1,4,4,5,21,102,0.75
10332,ME,Attached,,12/1/2008,ME 343,A+,100,75,256,3,2,4,4,6,20,122,3
10332,ME,Attached,,12/1/2008,ME 344,A+,NA,NA,60,3,2,4,4,6,20,122,0.75
10332,ME,Attached,,12/1/2008,ME 345,A+,124,114,356,3,1,4,4,5,21,102,4
10332,ME,Attached,,12/1/2008,ME 346,A+,NA,NA,131,3,1,4,4,5,21,102,1.5
10332,ME,Attached,,12/1/2008,ME 361,A+,79,80,241,3,1,4,4,5,21,102,3
10332,ME,Attached,,12/1/2008,ME 362,A,NA,NA,57,3,1,4,4,5,21,102,0.75
10332,ME,Attached,,12/1/2008,ME 370,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 400,X,NA,NA,Cont,4,1,4,4,7,17,139,0
10332,ME,Attached,,12/1/2008,ME 400,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 401,A-,58,70,209,4,1,4,4,7,17,139,3
10332,ME,Attached,,12/1/2008,ME 402,A+,NA,NA,62,4,1,4,4,7,17,139,0.75
10332,ME,Attached,,12/1/2008,ME 403,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 404,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 409,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 415,B,79,43,184,4,1,4,4,7,17,139,3
10332,ME,Attached,,12/1/2008,ME 421,A+,83,84,240,4,1,4,4,7,17,139,3
10332,ME,Attached,,12/1/2008,ME 422,A+,NA,NA,63,4,1,4,4,7,17,139,0.75
10332,ME,Attached,,12/1/2008,ME 425,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 433,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10332,ME,Attached,,12/1/2008,ME 467,A-,75,62,213,4,1,4,4,7,17,139,3
10332,ME,Attached,,12/1/2008,MME 291,A-,74,76,216,2,2,4,4,4,21,81,3
10332,ME,Attached,,12/1/2008,MME 292,A-,NA,NA,107,2,2,4,4,4,21,81,1.5
10332,ME,Attached,,12/1/2008,PHY 102,A-,NA,NA,110,1,2,4,4,2,19,40,1.5
10332,ME,Attached,,12/1/2008,PHY 105,A+,82,91,252,1,1,4,4,1,21,21,3
10332,ME,Attached,,12/1/2008,PHY 107,A-,65,73,209,1,2,4,4,2,19,40,3
10332,ME,Attached,,12/1/2008,SHOP 160,A+,NA,NA,61,1,1,4,4,1,21,21,0.75
10332,ME,Attached,,12/1/2008,SHOP 170,A+,NA,NA,60,1,2,4,4,2,19,40,0.75
10333,CE,Attached,M,1/1/2005,CE 100,A+,NA,NA,122,1,1,3,3,-1,13,13,1.5
10333,CE,Attached,M,1/1/2005,CE 101,B,105,48,240,4,2,3,3,,7,160,4
10333,CE,Attached,M,1/1/2005,CE 101,F,12,37,136,1,1,3,3,-1,13,13,4
10333,CE,Attached,M,1/1/2005,CE 102,A-,NA,NA,110,1,2,3,3,-1,20,32,1.5
10333,CE,Attached,M,1/1/2005,CE 103,C,39,48,181,1,2,3,3,-1,20,32,4
10333,CE,Attached,M,1/1/2005,CE 104,B+,NA,NA,98,3,2,2,3,6,23,99,1.5
10333,CE,Attached,M,1/1/2005,CE 200,A-,NA,NA,107,1,1,3,3,3,20,52,1.5
10333,CE,Attached,M,1/1/2005,CE 201,B,90,74,246,1,1,3,3,3,20,52,4
10333,CE,Attached,M,1/1/2005,CE 202,B+,NA,NA,100,1,1,3,3,3,20,52,1.5
10333,CE,Attached,M,1/1/2005,CE 203,C+,53,66,155,1,1,3,3,3,20,52,3
10333,CE,Attached,M,1/1/2005,CE 205,B-,33,36,117,2,2,3,3,4,20,71,2
10333,CE,Attached,M,1/1/2005,CE 206,A+,NA,NA,206,2,2,3,3,4,20,71,0
10333,CE,Attached,M,1/1/2005,CE 208,B,NA,NA,93,2,2,3,3,4,20,71,1.5
10333,CE,Attached,M,1/1/2005,CE 211,B,52,72,182,1,1,3,3,3,20,52,3
10333,CE,Attached,M,1/1/2005,CE 212,B-,NA,NA,85,1,1,3,3,3,20,52,1.5
10333,CE,Attached,M,1/1/2005,CE 213,B-,47,54,168,2,2,3,3,4,20,71,3
10333,CE,Attached,M,1/1/2005,CE 311,B,84,53,186,3,1,3,3,7,19,117,3
10333,CE,Attached,M,1/1/2005,CE 311,F,0,21,86,2,1,3,3,5,5,76,3
10333,CE,Attached,M,1/1/2005,CE 312,D,NA,NA,62,2,1,3,3,5,5,76,1.5
10333,CE,Attached,M,1/1/2005,CE 313,D,54,13,119,3,2,2,3,6,23,99,3
10333,CE,Attached,M,1/1/2005,CE 315,B-,58,60,169,3,1,3,3,7,19,117,3
10333,CE,Attached,M,1/1/2005,CE 315,F,6,5,45,2,1,3,3,5,5,76,2
10333,CE,Attached,M,1/1/2005,CE 316,C+,NA,NA,78,3,2,2,3,6,23,99,1.5
10333,CE,Attached,M,1/1/2005,CE 317,D,27,51,161,3,2,2,3,6,23,99,4
10333,CE,Attached,M,1/1/2005,CE 331,C,47,24,134,3,1,3,3,7,19,117,3
10333,CE,Attached,M,1/1/2005,CE 331,F,4,25,77,2,1,3,3,5,5,76,2
10333,CE,Attached,M,1/1/2005,CE 332,C+,NA,NA,75,3,2,2,3,6,23,99,1.5
10333,CE,Attached,M,1/1/2005,CE 333,D,28,75,166,4,1,2,3,9,22,153,4
10333,CE,Attached,M,1/1/2005,CE 341,D,65,48,173,3,1,3,3,7,19,117,4
10333,CE,Attached,M,1/1/2005,CE 341,F,8,0,51,2,1,3,3,5,5,76,2
10333,CE,Attached,M,1/1/2005,CE 342,C,NA,NA,67,2,1,3,3,5,5,76,1.5
10333,CE,Attached,M,1/1/2005,CE 343,D,53,31,124,3,2,2,3,6,23,99,3
10333,CE,Attached,M,1/1/2005,CE 351,C,24,68,139,4,1,2,3,9,22,153,3
10333,CE,Attached,M,1/1/2005,CE 353,C,71,17,182,3,2,2,3,6,23,99,4
10333,CE,Attached,M,1/1/2005,CE 354,D,NA,NA,62,3,2,2,3,6,23,99,1.5
10333,CE,Attached,M,1/1/2005,CE 400,B+,NA,NA,302,4,1,2,3,9,22,153,6
10333,CE,Attached,M,1/1/2005,CE 400,X,NA,NA,Cont,4,2,3,3,8,15,132,0
10333,CE,Attached,M,1/1/2005,CE 401,C+,78,27,151,4,1,2,3,9,22,153,3
10333,CE,Attached,M,1/1/2005,CE 403,B,46,38,122,4,2,3,3,8,15,132,2
10333,CE,Attached,M,1/1/2005,CE 411,C,64,49,179,4,1,2,3,9,22,153,4
10333,CE,Attached,M,1/1/2005,CE 412,C+,NA,NA,76,3,1,3,3,7,19,117,1.5
10333,CE,Attached,M,1/1/2005,CE 441,C,26,26,90,4,2,3,3,8,15,132,2
10333,CE,Attached,M,1/1/2005,CE 442,C+,NA,NA,75,4,2,3,3,8,15,132,1.5
10333,CE,Attached,M,1/1/2005,CE 443,C,37,20,89,4,2,3,3,8,15,132,2
10333,CE,Attached,M,1/1/2005,CE 452,B,NA,NA,95,4,2,3,3,8,15,132,1.5
10333,CE,Attached,M,1/1/2005,CE 453,B-,18,39,110,4,2,3,3,8,15,132,2
10333,CE,Attached,M,1/1/2005,CE 455,B-,45,27,117,4,2,3,3,8,15,132,2
10333,CE,Attached,M,1/1/2005,CHEM 103,C+,44,43,151,1,1,3,3,-1,13,13,3
10333,CE,Attached,M,1/1/2005,CHEM 114,A-,NA,NA,72,1,1,3,3,-1,13,13,1.5
10333,CE,Attached,M,1/1/2005,EEE 165,B,71,50,179.5,1,2,3,3,-1,20,32,3
10333,CE,Attached,M,1/1/2005,EEE 166,B+,NA,NA,101,1,2,3,3,-1,20,32,1.5
10333,CE,Attached,M,1/1/2005,HUM 111,A-,45,45,143,1,2,3,3,-1,20,32,2
10333,CE,Attached,M,1/1/2005,HUM 113,B-,42,22,110,1,1,3,3,-1,13,13,2
10333,CE,Attached,M,1/1/2005,HUM 211,B+,44,47,136,1,1,3,3,3,20,52,2
10333,CE,Attached,M,1/1/2005,HUM 313,A-,51,39,139,2,2,3,3,4,20,71,2
10333,CE,Attached,M,1/1/2005,MATH 131,D,54,8,128,1,1,3,3,-1,13,13,3
10333,CE,Attached,M,1/1/2005,MATH 133,A-,86,55,216,1,2,3,3,-1,20,32,3
10333,CE,Attached,M,1/1/2005,MATH 231,C,96,35,142,1,1,3,3,3,20,52,3
10333,CE,Attached,M,1/1/2005,MATH 235,B-,26,67,170,2,2,3,3,4,20,71,3
10333,CE,Attached,M,1/1/2005,PHY 101,B,81,72,209,4,2,3,3,,7,160,0
10333,CE,Attached,M,1/1/2005,PHY 101,F,30,27,93,4,2,3,3,8,15,132,3
10333,CE,Attached,M,1/1/2005,PHY 101,F,26,26,108,1,1,3,3,-1,13,13,3
10333,CE,Attached,M,1/1/2005,PHY 102,B,NA,NA,91,1,1,3,3,-1,13,13,1.5
10333,CE,Attached,M,1/1/2005,PHY 105,B-,51,50,173,1,2,3,3,-1,20,32,3
10333,CE,Attached,M,1/1/2005,SHOP 132,A,NA,NA,78,1,2,3,3,-1,20,32,1.5
10333,CE,Attached,M,1/1/2005,WRE 201,C,29,82,194,2,2,3,3,4,20,71,4
10333,CE,Attached,M,1/1/2005,WRE 202,B+,NA,NA,99,2,2,3,3,4,20,71,1.5
10333,CE,Attached,M,1/1/2005,WRE 301,B-,57,93,228,3,1,3,3,7,19,117,4
10333,CE,Attached,M,1/1/2005,WRE 301,F,8,3,75,2,1,3,3,5,5,76,2
10333,CE,Attached,M,1/1/2005,WRE 302,B+,NA,NA,104,2,1,3,3,5,5,76,1.5
10333,CE,Attached,M,1/1/2005,WRE 303,D,28,31,124,3,2,2,3,6,23,99,3
10333,CE,Attached,M,1/1/2005,WRE 401,C+,51,52,149,4,1,2,3,9,22,153,3
10333,CE,Attached,M,1/1/2005,WRE 402,B,NA,NA,90,4,2,3,3,8,15,132,1.5
10334,ME,Attached,,12/1/2008,CHEM 109,A-,53,79,209,1,1,4,4,1,21,21,3
10334,ME,Attached,,12/1/2008,CHEM 114,A+,NA,NA,121,1,1,4,4,1,21,21,1.5
10334,ME,Attached,,12/1/2008,CHEM 141,B-,38,58,173,1,2,4,4,2,19,40,3
10334,ME,Attached,,12/1/2008,EEE 159,A+,98,78,253,1,1,4,4,1,21,21,3
10334,ME,Attached,,12/1/2008,EEE 160,A,NA,NA,59,1,1,4,4,1,21,21,1.5
10334,ME,Attached,,12/1/2008,EEE 259,A+,130,128,355,2,1,4,4,3,21,61,4
10334,ME,Attached,,12/1/2008,EEE 260,A,NA,NA,117,2,1,4,4,3,21,61,1.5
10334,ME,Attached,,12/1/2008,HUM 101,B+,60,64,199,1,2,4,4,2,19,40,3
10334,ME,Attached,,12/1/2008,HUM 203,A,73,76,228,2,2,3,4,4,21,81,3
10334,ME,Attached,,12/1/2008,HUM 303,A+,87,95,269,2,1,4,4,3,21,61,3
10334,ME,Attached,,12/1/2008,IPE 331,A-,83,100,285,3,2,4,4,6,20,122,4
10334,ME,Attached,,12/1/2008,IPE 332,A-,NA,NA,53,3,2,4,4,6,20,122,0.75
10334,ME,Attached,,12/1/2008,IPE 381,A,79,64,225,3,2,4,4,6,20,122,3
10334,ME,Attached,,12/1/2008,IPE 382,A-,NA,NA,55,3,2,4,4,6,20,122,0.75
10334,ME,Attached,,12/1/2008,IPE 431,B+,72,50,194,4,1,4,4,7,17,139,3
10334,ME,Attached,,12/1/2008,IPE 432,A-,NA,NA,54,4,1,4,4,7,17,139,0.75
10334,ME,Attached,,12/1/2008,IPE 481,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,MATH 161,B+,86,66,260,1,1,4,4,1,21,21,4
10334,ME,Attached,,12/1/2008,MATH 163,A+,121,120,359,1,2,4,4,2,19,40,4
10334,ME,Attached,,12/1/2008,MATH 261,A,84,108,305,2,1,4,4,3,21,61,4
10334,ME,Attached,,12/1/2008,MATH 263,B,63,79,253,2,2,3,4,4,21,81,4
10334,ME,Attached,,12/1/2008,ME 160,A-,NA,NA,108,1,1,4,4,1,21,21,1.5
10334,ME,Attached,,12/1/2008,ME 161,B-,41,51,175,1,1,4,4,1,21,21,3
10334,ME,Attached,,12/1/2008,ME 171,A,70,66,225,1,2,4,4,2,19,40,3
10334,ME,Attached,,12/1/2008,ME 172,A+,NA,NA,65,1,2,4,4,2,19,40,0.75
10334,ME,Attached,,12/1/2008,ME 201,B+,72,80,264,2,1,4,4,3,21,61,4
10334,ME,Attached,,12/1/2008,ME 202,A-,NA,NA,54,2,1,4,4,3,21,61,0.75
10334,ME,Attached,,12/1/2008,ME 241,A,94,94,308,2,1,4,4,3,21,61,4
10334,ME,Attached,,12/1/2008,ME 243,B+,50,68,206,2,2,3,4,4,21,81,3
10334,ME,Attached,,12/1/2008,ME 244,A+,NA,NA,65,2,2,3,4,4,21,81,0.75
10334,ME,Attached,,12/1/2008,ME 260,A+,NA,NA,126,2,2,3,4,4,21,81,1.5
10334,ME,Attached,,12/1/2008,ME 261,A-,91,50,215,2,2,3,4,4,21,81,3
10334,ME,Attached,,12/1/2008,ME 262,B,NA,NA,47,2,2,3,4,4,21,81,0.75
10334,ME,Attached,,12/1/2008,ME 301,A,79,72,226,3,1,4,4,5,21,102,3
10334,ME,Attached,,12/1/2008,ME 302,A-,NA,NA,53,3,1,4,4,5,21,102,0.75
10334,ME,Attached,,12/1/2008,ME 303,A,79,60,227,3,2,4,4,6,20,122,3
10334,ME,Attached,,12/1/2008,ME 304,A-,NA,NA,54,3,2,4,4,6,20,122,0.75
10334,ME,Attached,,12/1/2008,ME 321,A+,82,83,251,3,1,4,4,5,21,102,3
10334,ME,Attached,,12/1/2008,ME 322,A-,NA,NA,53,3,1,4,4,5,21,102,0.75
10334,ME,Attached,,12/1/2008,ME 323,A+,82,88,259,3,2,4,4,6,20,122,3
10334,ME,Attached,,12/1/2008,ME 324,A+,NA,NA,60,3,2,4,4,6,20,122,0.75
10334,ME,Attached,,12/1/2008,ME 341,A+,95,72,244,3,1,4,4,5,21,102,3
10334,ME,Attached,,12/1/2008,ME 342,A+,NA,NA,60,3,1,4,4,5,21,102,0.75
10334,ME,Attached,,12/1/2008,ME 343,A+,89,75,248,3,2,4,4,6,20,122,3
10334,ME,Attached,,12/1/2008,ME 344,A,NA,NA,58,3,2,4,4,6,20,122,0.75
10334,ME,Attached,,12/1/2008,ME 345,A-,117,60,289,3,1,4,4,5,21,102,4
10334,ME,Attached,,12/1/2008,ME 346,A,NA,NA,116,3,1,4,4,5,21,102,1.5
10334,ME,Attached,,12/1/2008,ME 361,A,78,66,224,3,1,4,4,5,21,102,3
10334,ME,Attached,,12/1/2008,ME 362,A+,NA,NA,62,3,1,4,4,5,21,102,0.75
10334,ME,Attached,,12/1/2008,ME 370,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 400,X,NA,NA,Cont,4,1,4,4,7,17,139,0
10334,ME,Attached,,12/1/2008,ME 400,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 401,A-,64,65,210,4,1,4,4,7,17,139,3
10334,ME,Attached,,12/1/2008,ME 402,A-,NA,NA,55,4,1,4,4,7,17,139,0.75
10334,ME,Attached,,12/1/2008,ME 403,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 404,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 409,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 415,A,88,55,224,4,1,4,4,7,17,139,3
10334,ME,Attached,,12/1/2008,ME 421,A+,69,85,240,4,1,4,4,7,17,139,3
10334,ME,Attached,,12/1/2008,ME 422,A+,NA,NA,64,4,1,4,4,7,17,139,0.75
10334,ME,Attached,,12/1/2008,ME 425,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 433,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10334,ME,Attached,,12/1/2008,ME 467,A,87,64,234,4,1,4,4,7,17,139,3
10334,ME,Attached,,12/1/2008,MME 291,B-,35,76,173,2,2,3,4,4,21,81,3
10334,ME,Attached,,12/1/2008,MME 292,A+,NA,NA,120,2,2,3,4,4,21,81,1.5
10334,ME,Attached,,12/1/2008,PHY 102,A-,NA,NA,107,1,2,4,4,2,19,40,1.5
10334,ME,Attached,,12/1/2008,PHY 105,A+,86,81,246,1,1,4,4,1,21,21,3
10334,ME,Attached,,12/1/2008,PHY 107,A-,66,72,216,1,2,4,4,2,19,40,3
10334,ME,Attached,,12/1/2008,SHOP 160,A+,NA,NA,60,1,1,4,4,1,21,21,0.75
10334,ME,Attached,,12/1/2008,SHOP 170,A-,NA,NA,55,1,2,4,4,2,19,40,0.75
10335,MME,Attached,,12/1/2008,CHEM 107,B+,52,74,194,1,1,3,3,1,20,20,3
10335,MME,Attached,,12/1/2008,CHEM 114,A+,NA,NA,120,1,1,3,3,1,20,20,1.5
10335,MME,Attached,,12/1/2008,CHEM 221,B-,58,42,164,1,2,3,3,2,18,38,3
10335,MME,Attached,,12/1/2008,CHEM 222,A-,NA,NA,107,1,2,3,3,2,18,38,1.5
10335,MME,Attached,,12/1/2008,EEE 155,A-,60,80,210,1,1,3,3,1,20,20,3
10335,MME,Attached,,12/1/2008,EEE 156,A+,NA,NA,127,1,1,3,3,1,20,20,1.5
10335,MME,Attached,,12/1/2008,EEE 267,B,31,69,180,2,2,3,3,4,21,78,3
10335,MME,Attached,,12/1/2008,HUM 101,A-,67,73,219,1,2,3,3,2,18,38,3
10335,MME,Attached,,12/1/2008,HUM 211,A+,53,54,159,3,2,3,3,6,20,117,2
10335,MME,Attached,,12/1/2008,HUM 303,A-,56,92,212,2,2,3,3,4,21,78,3
10335,MME,Attached,,12/1/2008,IPE 483,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10335,MME,Attached,,12/1/2008,IPE 491,B,32,63,179,4,1,3,3,7,18,135,3
10335,MME,Attached,,12/1/2008,MATH 171,C,61,24,139,1,1,3,3,1,20,20,3
10335,MME,Attached,,12/1/2008,MATH 173,C,22,53,135,1,2,3,3,2,18,38,3
10335,MME,Attached,,12/1/2008,MATH 271,C+,61,43,211,2,1,3,3,3,20,58,4
10335,MME,Attached,,12/1/2008,ME 141,F,13,15,99,1,2,3,3,2,18,38,3
10335,MME,Attached,,12/1/2008,ME 141,NR,NA,NA,NR,4,2,NR,NR,8,NR,NR,0
10335,MME,Attached,,12/1/2008,ME 160,B,NA,NA,91,1,2,3,3,2,18,38,1.5
10335,MME,Attached,,12/1/2008,ME 221,B+,86,54,203,2,2,3,3,4,21,78,3
10335,MME,Attached,,12/1/2008,ME 243,B,43,78,181,2,1,3,3,3,20,58,3
10335,MME,Attached,,12/1/2008,ME 260,B,NA,NA,90,2,1,3,3,3,20,58,1.5
10335,MME,Attached,,12/1/2008,MME 131,B,64,45,181,1,1,3,3,1,20,20,3
10335,MME,Attached,,12/1/2008,MME 138,B+,NA,NA,99,1,2,3,3,2,18,38,1.5
10335,MME,Attached,,12/1/2008,MME 211,A,58,42,149,2,1,3,3,3,20,58,2
10335,MME,Attached,,12/1/2008,MME 212,A,NA,NA,57,2,1,3,3,3,20,58,0.75
10335,MME,Attached,,12/1/2008,MME 213,A+,101,122,327,2,2,3,3,4,21,78,4
10335,MME,Attached,,12/1/2008,MME 214,A+,NA,NA,125,2,2,3,3,4,21,78,1.5
10335,MME,Attached,,12/1/2008,MME 222,B,NA,NA,90,2,1,3,3,3,20,58,1.5
10335,MME,Attached,,12/1/2008,MME 230,A-,NA,NA,110,2,2,3,3,4,21,78,1.5
10335,MME,Attached,,12/1/2008,MME 231,C,55,30,134,2,1,3,3,3,20,58,3
10335,MME,Attached,,12/1/2008,MME 235,B,54,78,187,2,2,3,3,4,21,78,3
10335,MME,Attached,,12/1/2008,MME 238,B,NA,NA,94,2,2,3,3,4,21,78,1.5
10335,MME,Attached,,12/1/2008,MME 241,A-,71,71,213,2,1,3,3,3,20,58,3
10335,MME,Attached,,12/1/2008,MME 242,B-,NA,NA,87,2,1,3,3,3,20,58,1.5
10335,MME,Attached,,12/1/2008,MME 300,S,NA,NA,Sat,3,2,3,3,6,20,117,0
10335,MME,Attached,,12/1/2008,MME 321,A,91,66,228,3,1,3,3,5,20,98,3
10335,MME,Attached,,12/1/2008,MME 323,B+,67,52,199,3,1,3,3,5,20,98,3
10335,MME,Attached,,12/1/2008,MME 325,A-,79,53,213,3,1,3,3,5,20,98,3
10335,MME,Attached,,12/1/2008,MME 338,A-,NA,NA,54,3,1,3,3,5,20,98,0.75
10335,MME,Attached,,12/1/2008,MME 340,A,NA,NA,56,3,1,3,3,5,20,98,1.5
10335,MME,Attached,,12/1/2008,MME 341,B+,70,49,197,3,1,3,3,5,20,98,3
10335,MME,Attached,,12/1/2008,MME 342,A-,NA,NA,106,3,1,3,3,5,20,98,1.5
10335,MME,Attached,,12/1/2008,MME 343,C+,29,49,149,3,2,3,3,6,20,117,3
10335,MME,Attached,,12/1/2008,MME 344,A-,NA,NA,53,3,2,3,3,6,20,117,0.75
10335,MME,Attached,,12/1/2008,MME 345,B-,103,34,229,3,2,3,3,6,20,117,4
